dataset,source_split,record_id,filepath,label
physionet_2016,training,e00593,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00593.wav,abnormal_other
physionet_2016,training,e00594,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00594.wav,abnormal_other
physionet_2016,training,e00595,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00595.wav,abnormal_other
physionet_2016,training,e00596,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00596.wav,abnormal_other
physionet_2016,training,e00597,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00597.wav,abnormal_other
physionet_2016,training,e00598,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00598.wav,abnormal_other
physionet_2016,training,e00599,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00599.wav,abnormal_other
physionet_2016,training,e00600,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00600.wav,abnormal_other
physionet_2016,training,e00601,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00601.wav,normal
physionet_2016,training,e00602,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00602.wav,abnormal_other
physionet_2016,training,e00603,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00603.wav,normal
physionet_2016,training,e00604,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00604.wav,abnormal_other
physionet_2016,training,e00605,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00605.wav,normal
physionet_2016,training,e00606,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00606.wav,abnormal_other
physionet_2016,training,e00607,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00607.wav,abnormal_other
physionet_2016,training,e00608,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00608.wav,abnormal_other
physionet_2016,training,e00609,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00609.wav,abnormal_other
physionet_2016,training,e00610,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00610.wav,abnormal_other
physionet_2016,training,e00611,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00611.wav,abnormal_other
physionet_2016,training,e00612,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00612.wav,abnormal_other
physionet_2016,training,e00613,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00613.wav,abnormal_other
physionet_2016,training,e00614,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00614.wav,abnormal_other
physionet_2016,training,e00615,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00615.wav,abnormal_other
physionet_2016,training,e00616,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00616.wav,abnormal_other
physionet_2016,training,e00617,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00617.wav,abnormal_other
physionet_2016,training,e00618,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00618.wav,abnormal_other
physionet_2016,training,e00619,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00619.wav,normal
physionet_2016,training,e00620,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00620.wav,abnormal_other
physionet_2016,training,e00621,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00621.wav,abnormal_other
physionet_2016,training,e00622,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00622.wav,normal
physionet_2016,training,e00623,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00623.wav,abnormal_other
physionet_2016,training,e00624,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00624.wav,abnormal_other
physionet_2016,training,e00625,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00625.wav,abnormal_other
physionet_2016,training,e00626,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00626.wav,abnormal_other
physionet_2016,training,e00627,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00627.wav,normal
physionet_2016,training,e00628,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00628.wav,abnormal_other
physionet_2016,training,e00629,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00629.wav,abnormal_other
physionet_2016,training,e00630,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00630.wav,abnormal_other
physionet_2016,training,e00631,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00631.wav,abnormal_other
physionet_2016,training,e00632,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00632.wav,abnormal_other
physionet_2016,training,e00633,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00633.wav,abnormal_other
physionet_2016,training,e00634,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00634.wav,abnormal_other
physionet_2016,training,e00635,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00635.wav,abnormal_other
physionet_2016,training,e00636,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00636.wav,abnormal_other
physionet_2016,training,e00637,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00637.wav,abnormal_other
physionet_2016,training,e00638,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00638.wav,abnormal_other
physionet_2016,training,e00639,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00639.wav,abnormal_other
physionet_2016,training,e00640,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00640.wav,abnormal_other
physionet_2016,training,e00641,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00641.wav,abnormal_other
physionet_2016,training,e00642,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00642.wav,abnormal_other
physionet_2016,training,e00643,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00643.wav,abnormal_other
physionet_2016,training,e00644,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00644.wav,abnormal_other
physionet_2016,training,e00645,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00645.wav,abnormal_other
physionet_2016,training,e00646,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00646.wav,abnormal_other
physionet_2016,training,e00647,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00647.wav,abnormal_other
physionet_2016,training,e00648,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00648.wav,normal
physionet_2016,training,e00649,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00649.wav,abnormal_other
physionet_2016,training,e00650,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00650.wav,abnormal_other
physionet_2016,training,e00651,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00651.wav,abnormal_other
physionet_2016,training,e00652,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00652.wav,abnormal_other
physionet_2016,training,e00653,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00653.wav,abnormal_other
physionet_2016,training,e00654,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00654.wav,abnormal_other
physionet_2016,training,e00655,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00655.wav,abnormal_other
physionet_2016,training,e00656,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00656.wav,abnormal_other
physionet_2016,training,e00657,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00657.wav,normal
physionet_2016,training,e00658,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00658.wav,abnormal_other
physionet_2016,training,e00659,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00659.wav,abnormal_other
physionet_2016,training,e00660,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00660.wav,abnormal_other
physionet_2016,training,e00661,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00661.wav,abnormal_other
physionet_2016,training,e00662,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00662.wav,abnormal_other
physionet_2016,training,e00663,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00663.wav,abnormal_other
physionet_2016,training,e00664,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00664.wav,abnormal_other
physionet_2016,training,e00665,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00665.wav,abnormal_other
physionet_2016,training,e00666,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00666.wav,abnormal_other
physionet_2016,training,e00667,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00667.wav,abnormal_other
physionet_2016,training,e00668,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00668.wav,abnormal_other
physionet_2016,training,e00669,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00669.wav,abnormal_other
physionet_2016,training,e00670,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00670.wav,normal
physionet_2016,training,e00671,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00671.wav,abnormal_other
physionet_2016,training,e00672,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00672.wav,abnormal_other
physionet_2016,training,e00673,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00673.wav,abnormal_other
physionet_2016,training,e00674,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00674.wav,abnormal_other
physionet_2016,training,e00675,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00675.wav,abnormal_other
physionet_2016,training,e00676,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00676.wav,abnormal_other
physionet_2016,training,e00677,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00677.wav,abnormal_other
physionet_2016,training,e00678,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00678.wav,abnormal_other
physionet_2016,training,e00679,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00679.wav,abnormal_other
physionet_2016,training,e00680,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00680.wav,abnormal_other
physionet_2016,training,e00681,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00681.wav,abnormal_other
physionet_2016,training,e00682,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00682.wav,abnormal_other
physionet_2016,training,e00683,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00683.wav,abnormal_other
physionet_2016,training,e00684,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00684.wav,abnormal_other
physionet_2016,training,e00685,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00685.wav,abnormal_other
physionet_2016,training,e00686,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00686.wav,abnormal_other
physionet_2016,training,e00687,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00687.wav,abnormal_other
physionet_2016,training,e00688,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00688.wav,abnormal_other
physionet_2016,training,e00689,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00689.wav,abnormal_other
physionet_2016,training,e00690,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00690.wav,abnormal_other
physionet_2016,training,e00691,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00691.wav,abnormal_other
physionet_2016,training,e00692,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00692.wav,abnormal_other
physionet_2016,training,e00693,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00693.wav,normal
physionet_2016,training,e00694,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00694.wav,abnormal_other
physionet_2016,training,e00695,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00695.wav,abnormal_other
physionet_2016,training,e00696,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00696.wav,abnormal_other
physionet_2016,training,e00697,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00697.wav,abnormal_other
physionet_2016,training,e00698,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00698.wav,abnormal_other
physionet_2016,training,e00699,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00699.wav,normal
physionet_2016,training,e00700,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00700.wav,abnormal_other
physionet_2016,training,e00701,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00701.wav,abnormal_other
physionet_2016,training,e00702,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00702.wav,abnormal_other
physionet_2016,training,e00703,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00703.wav,normal
physionet_2016,training,e00704,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00704.wav,abnormal_other
physionet_2016,training,e00705,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00705.wav,abnormal_other
physionet_2016,training,e00706,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00706.wav,abnormal_other
physionet_2016,training,e00707,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00707.wav,abnormal_other
physionet_2016,training,e00708,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00708.wav,abnormal_other
physionet_2016,training,e00709,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00709.wav,abnormal_other
physionet_2016,training,e00710,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00710.wav,abnormal_other
physionet_2016,training,e00711,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00711.wav,abnormal_other
physionet_2016,training,e00712,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00712.wav,abnormal_other
physionet_2016,training,e00713,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00713.wav,normal
physionet_2016,training,e00714,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00714.wav,abnormal_other
physionet_2016,training,e00715,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00715.wav,abnormal_other
physionet_2016,training,e00716,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00716.wav,abnormal_other
physionet_2016,training,e00717,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00717.wav,abnormal_other
physionet_2016,training,e00718,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00718.wav,abnormal_other
physionet_2016,training,e00719,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00719.wav,abnormal_other
physionet_2016,training,e00720,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00720.wav,abnormal_other
physionet_2016,training,e00721,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00721.wav,abnormal_other
physionet_2016,training,e00722,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00722.wav,abnormal_other
physionet_2016,training,e00723,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00723.wav,abnormal_other
physionet_2016,training,e00724,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00724.wav,abnormal_other
physionet_2016,training,e00725,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00725.wav,abnormal_other
physionet_2016,training,e00726,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00726.wav,abnormal_other
physionet_2016,training,e00727,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00727.wav,abnormal_other
physionet_2016,training,e00728,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00728.wav,abnormal_other
physionet_2016,training,e00729,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00729.wav,abnormal_other
physionet_2016,training,e00730,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00730.wav,abnormal_other
physionet_2016,training,e00731,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00731.wav,normal
physionet_2016,training,e00732,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00732.wav,abnormal_other
physionet_2016,training,e00733,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00733.wav,abnormal_other
physionet_2016,training,e00734,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00734.wav,abnormal_other
physionet_2016,training,e00735,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00735.wav,abnormal_other
physionet_2016,training,e00736,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00736.wav,abnormal_other
physionet_2016,training,e00737,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00737.wav,normal
physionet_2016,training,e00738,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00738.wav,abnormal_other
physionet_2016,training,e00739,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00739.wav,abnormal_other
physionet_2016,training,e00740,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00740.wav,abnormal_other
physionet_2016,training,e00741,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00741.wav,abnormal_other
physionet_2016,training,e00742,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00742.wav,abnormal_other
physionet_2016,training,e00743,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00743.wav,abnormal_other
physionet_2016,training,e00744,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00744.wav,abnormal_other
physionet_2016,training,e00745,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00745.wav,abnormal_other
physionet_2016,training,e00746,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00746.wav,abnormal_other
physionet_2016,training,e00747,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00747.wav,abnormal_other
physionet_2016,training,e00748,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00748.wav,abnormal_other
physionet_2016,training,e00749,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00749.wav,abnormal_other
physionet_2016,training,e00750,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00750.wav,abnormal_other
physionet_2016,training,e00751,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00751.wav,abnormal_other
physionet_2016,training,e00752,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00752.wav,abnormal_other
physionet_2016,training,e00753,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00753.wav,abnormal_other
physionet_2016,training,e00754,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00754.wav,abnormal_other
physionet_2016,training,e00755,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00755.wav,abnormal_other
physionet_2016,training,e00756,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00756.wav,abnormal_other
physionet_2016,training,e00757,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00757.wav,abnormal_other
physionet_2016,training,e00758,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00758.wav,abnormal_other
physionet_2016,training,e00759,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00759.wav,abnormal_other
physionet_2016,training,e00760,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00760.wav,abnormal_other
physionet_2016,training,e00761,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00761.wav,abnormal_other
physionet_2016,training,e00762,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00762.wav,abnormal_other
physionet_2016,training,e00763,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00763.wav,abnormal_other
physionet_2016,training,e00764,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00764.wav,abnormal_other
physionet_2016,training,e00765,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00765.wav,abnormal_other
physionet_2016,training,e00766,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00766.wav,normal
physionet_2016,training,e00767,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00767.wav,abnormal_other
physionet_2016,training,e00768,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00768.wav,abnormal_other
physionet_2016,training,e00769,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00769.wav,abnormal_other
physionet_2016,training,e00770,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00770.wav,abnormal_other
physionet_2016,training,e00771,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00771.wav,abnormal_other
physionet_2016,training,e00772,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00772.wav,abnormal_other
physionet_2016,training,e00773,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00773.wav,abnormal_other
physionet_2016,training,e00774,C:\Users\tungl\OneDrive\Desktop\SCG\heart-sound-classification\data\raw\physionet_2016\training-e\e00774.wav,abnormal_other
